edge_id,from_node,to_node,base_length,base_speed_limit,road_type,lanes,is_oneway
6969,1288171889,3219537023,59.693,30.0,residential,1,1
6970,1288171889,1288171890,31.247,30.0,residential,1,0
6971,1288171889,1288171891,17.738,30.0,residential,1,0
6972,1288171890,1288171888,31.106,30.0,residential,1,0
6973,1288171890,1288171889,31.247,30.0,residential,1,0
6974,1288171890,1288170857,71.83099999999999,30.0,residential,1,0
6975,1288171890,3219537035,58.391,30.0,residential,1,0
6976,1288171891,1288171889,17.738,30.0,residential,1,0
6977,1288174185,563973508,112.708,30.0,residential,1,0
6978,1288174185,563950050,27.633,30.0,residential,1,1
6979,1288174775,563974292,115.623,30.0,residential,1,1
6980,1288174775,1288174185,19.921,30.0,residential,1,1
6981,1288176688,1288176710,46.572,30.0,residential,1,0
6982,1288176688,1288165992,29.938,30.0,residential,1,0
6983,1288176688,1936282482,26.432,30.0,residential,1,0
6984,1288176710,1288176688,46.572,30.0,residential,1,0
6985,1288177665,563968268,24.357,30.0,"['residential', 'living_street']",1,0
6986,1288177665,563970408,114.9,30.0,"['residential', 'living_street']",1,0
6987,1288177665,1288179878,39.196,30.0,living_street,1,0
6988,1288179878,1288171888,43.074,30.0,residential,1,0
6989,1288179878,563967258,26.012,30.0,residential,1,0
6990,1288179878,1288177665,39.196,30.0,living_street,1,0
6991,1288183822,534376062,46.831,30.0,residential,1,1
6992,1288183822,1288183824,33.675,30.0,residential,1,0
6993,1288183822,563963214,38.684,30.0,residential,1,0
6994,1288183824,1288183822,33.675,30.0,residential,1,0
6995,1288183824,1288184320,50.294,30.0,living_street,1,0
6996,1288183824,1288184329,50.178,30.0,living_street,1,0
6997,1288184320,1288183824,50.294,30.0,living_street,1,0
6998,1288184320,534376062,31.648,30.0,residential,1,0
6999,1288184320,1288171888,17.748,30.0,residential,1,0
7000,1288184329,1288183824,50.178,30.0,living_street,1,0
7001,1288185630,563958700,25.481,30.0,residential,1,0
7002,1288186954,1288187379,43.372,30.0,residential,1,0
7003,1288187378,2490677655,33.084,30.0,residential,1,0
7004,1288187378,1288187379,102.823,30.0,residential,1,1
7005,1288187378,2490677649,84.077,30.0,residential,1,0
7006,1288187379,563953312,32.345,30.0,residential,1,0
7007,1288187379,1288186954,43.372,30.0,residential,1,0
7008,1288187379,1288189895,67.365,30.0,residential,1,1
7009,1288189633,1288189895,45.391,30.0,residential,1,0
7010,1288189657,563953811,59.519,30.0,residential,1,1
7011,1288189657,1288195654,36.833,30.0,residential,1,0
7012,1288189742,1288195654,54.841,30.0,residential,1,0
7013,1288189742,1688171020,9.602,30.0,residential,1,1
7014,1288189866,1288189657,37.867,30.0,residential,1,1
7015,1288189895,1288189633,45.391,30.0,residential,1,0
7016,1288189895,1288189866,35.024,30.0,residential,1,1
7017,1288192078,1288241810,12.204,30.0,residential,1,1
7018,1288192090,1288189657,34.492,30.0,residential,1,1
7019,1288192090,1288192122,46.897,30.0,residential,1,0
7020,1288192090,1288192078,91.497,30.0,residential,1,1
7021,1288192122,1288192090,46.897,30.0,residential,1,0
7022,1288192240,1288192673,108.09800000000001,30.0,residential,1,0
7023,1288192673,1288192240,108.09800000000001,30.0,residential,1,0
7024,1288192673,10577103107,82.49900000000001,50.0,tertiary,2,1
7025,1288194568,563951402,35.424,30.0,residential,1,0
7026,1288194568,563948284,44.646,30.0,residential,1,0
7027,1288194568,563954821,60.037,30.0,residential,1,0
7028,1288195654,1288189657,36.833,30.0,residential,1,0
7029,1288195654,1288189742,54.841,30.0,residential,1,0
7030,1288195654,563954825,53.136,30.0,residential,1,0
7031,1288198949,1288198966,39.615,30.0,residential,1,0
7032,1288198949,1288189742,28.653,30.0,residential,1,1
7033,1288198966,1288198949,39.615,30.0,residential,1,0
7034,1288198966,1288198978,31.924,30.0,residential,1,0
7035,1288198966,563949004,28.622,30.0,residential,1,1
7036,1288198978,1288198966,31.924,30.0,residential,1,0
7037,1288201521,563948032,38.46,30.0,residential,1,0
7038,1288201521,355867280,37.614000000000004,30.0,residential,1,0
7039,1288201521,1288201529,107.98,30.0,residential,1,0
7040,1288201529,563948281,42.74,30.0,residential,1,1
7041,1288201529,1288201521,107.98,30.0,residential,1,0
7042,1288205413,1288211489,53.297,30.0,residential,1,0
7043,1288205413,563957231,18.321,30.0,residential,1,0
7044,1288205413,1288211837,51.422,30.0,residential,1,1
7045,1288206194,563948281,33.846,30.0,residential,1,0
7046,1288206194,563948032,79.064,30.0,residential,1,0
7047,1288209090,1288210131,28.677,30.0,residential,1,1
7048,1288209090,1288211837,31.211,30.0,residential,1,0
7049,1288210120,563961067,39.373,30.0,residential,1,1
7050,1288210120,2490677649,81.237,30.0,residential,1,1
7051,1288210131,1288210878,38.054,30.0,residential,1,1
7052,1288210319,1288206194,45.447,30.0,residential,1,1
7053,1288210319,1288210131,25.113,30.0,residential,1,1
7054,1288210878,1288216874,29.048,30.0,residential,1,1
7055,1288211489,563963985,16.67,30.0,residential,1,0
7056,1288211489,1288205413,53.297,30.0,residential,1,0
7057,1288211489,2490677651,28.426,30.0,residential,1,1
7058,1288211837,1288210319,19.7,30.0,residential,1,1
7059,1288211837,1288209090,31.211,30.0,residential,1,0
7060,1288213107,1288213108,41.718,30.0,residential,1,1
7061,1288213107,1288216875,94.576,30.0,residential,1,1
7062,1288213108,563963214,81.795,30.0,residential,1,0
7063,1288213108,1288220961,13.988,30.0,residential,1,1
7064,1288216857,1288216874,37.041,30.0,residential,1,0
7065,1288216857,1288216875,32.713,30.0,residential,1,0
7066,1288216857,563961067,134.986,30.0,residential,1,1
7067,1288216863,1288217018,42.206,30.0,residential,1,1
7068,1288216863,563963534,61.844,30.0,residential,1,0
7069,1288216874,1288210120,130.048,30.0,residential,1,1
7070,1288216874,1288216857,37.041,30.0,residential,1,0
7071,1288216875,563963985,62.499,30.0,residential,1,1
7072,1288216875,1288216863,40.912,30.0,residential,1,1
7073,1288216875,1288216857,32.713,30.0,residential,1,0
7074,1288217018,1288220956,80.044,30.0,residential,1,1
7075,1288220956,1288183822,101.193,30.0,residential,1,1
7076,1288220956,1288220976,58.912000000000006,30.0,residential,1,0
7077,1288220956,1288220961,40.488,30.0,residential,1,1
7078,1288220961,1288216863,84.871,30.0,residential,1,1
7079,1288220976,1288220956,58.912000000000006,30.0,residential,1,0
7080,1288241809,563949010,34.558,30.0,residential,1,1
7081,1288241809,1288241810,37.852,30.0,residential,1,0
7082,1288241809,1288241814,53.614,30.0,residential,1,0
7083,1288241810,1288241809,37.852,30.0,residential,1,0
7084,1288241810,1695278923,33.862,30.0,residential,1,1
7085,1288241814,1288241809,53.614,30.0,residential,1,0
7086,1288260896,1288260903,34.442,30.0,residential,1,0
7087,1288260896,1288260901,27.534,30.0,residential,1,0
7088,1288260896,563971735,29.976,30.0,residential,1,0
7089,1288260896,1288261441,16.065,30.0,residential,1,0
7090,1288260901,1288260896,27.534,30.0,residential,1,0
7091,1288260903,1288260896,34.442,30.0,residential,1,0
7092,1288261441,1288261469,34.643,30.0,residential,1,0
7093,1288261441,1288260896,16.065,30.0,residential,1,0
7094,1288261441,1288264606,24.351,30.0,residential,1,0
7095,1288261469,1288261441,34.643,30.0,residential,1,0
7096,1288264606,1288264615,32.501,30.0,residential,1,0
7097,1288264606,1288261441,24.351,30.0,residential,1,0
7098,1288264606,563971993,25.136,30.0,residential,1,0
7099,1288264615,1288264606,32.501,30.0,residential,1,0
7100,1288267535,346150709,81.11,50.0,residential,1,0
7101,1288269538,563979625,38.957,50.0,residential,1,0
7102,1288269538,1288269545,8.428,50.0,residential,1,0
7103,1288269538,346150663,157.667,50.0,residential,1,0
7104,1288269545,1288269538,8.428,50.0,residential,1,0
7105,1288269545,1288269545,120.583,50.0,residential,1,0
7106,1288269545,1288269545,120.583,50.0,residential,1,0
7107,1288270191,346150405,24.951,50.0,residential,1,0
7108,1288270191,1288271433,35.703,50.0,residential,1,0
7109,1288270191,1288270306,117.726,50.0,residential,1,0
7110,1288270306,1288270191,117.72600000000001,50.0,residential,1,0
7111,1288270306,1288272042,29.672,30.0,residential,1,1
7112,1288271433,1288270191,35.703,50.0,residential,1,0
7113,1288271433,346150403,73.78399999999999,50.0,residential,1,1
7114,1288272042,1288271433,162.877,50.0,residential,1,1
7115,1288272042,346149915,117.079,30.0,residential,1,1
7116,1288274923,563985315,52.107,50.0,residential,1,0
7117,1288274923,563985106,29.78,50.0,residential,1,0
7118,1288274923,1288280136,62.393,50.0,residential,1,0
7119,1288274923,1288275770,74.158,50.0,residential,1,0
7120,1288275393,1288275770,52.455,50.0,residential,1,0
7121,1288275593,1288276462,80.586,50.0,residential,1,0
7122,1288275593,1288293376,13.513,50.0,residential,1,0
7123,1288275593,8024158227,119.96,50.0,residential,1,0
7124,1288275770,1288274923,74.158,50.0,residential,1,0
7125,1288275770,1288275393,52.455,50.0,residential,1,0
7126,1288275770,1288276462,50.473,50.0,residential,1,0
7127,1288276462,1288275593,80.586,50.0,residential,1,0
7128,1288276462,563985315,74.721,50.0,residential,1,0
7129,1288276462,1288275770,50.473,50.0,residential,1,0
7130,1288277018,346150916,39.589,50.0,residential,1,0
7131,1288277018,1288277040,31.499,50.0,residential,1,0
7132,1288277018,563988155,104.46600000000001,50.0,residential,1,0
7133,1288277040,1288277959,43.959,50.0,residential,1,0
7134,1288277040,1288278995,54.691,50.0,residential,1,0
7135,1288277040,1288277018,31.499,50.0,residential,1,0
7136,1288277959,1288277040,43.959,50.0,residential,1,0
7137,1288278993,1288278995,39.742999999999995,50.0,residential,1,0
7138,1288278993,563983210,141.697,50.0,residential,1,1
7139,1288278995,1288277040,54.691,50.0,residential,1,0
7140,1288278995,563983502,138.71,50.0,residential,1,0
7141,1288278995,1288278993,39.742999999999995,50.0,residential,1,0
7142,1288278995,346150916,57.397999999999996,50.0,residential,1,0
7143,1288280058,563984591,30.654,50.0,residential,1,0
7144,1288280058,1288280136,37.43,50.0,residential,1,0
7145,1288280058,1288280059,56.252,50.0,unclassified,1,0
7146,1288280059,1288280058,56.252,50.0,unclassified,1,0
7147,1288280136,1288280058,37.43,50.0,residential,1,0
7148,1288280136,1288274923,62.393,50.0,residential,1,0
7149,1288280136,1288280146,73.691,50.0,residential,1,0
7150,1288280146,1288280136,73.691,50.0,residential,1,0
7151,1288280693,563984591,55.915,50.0,residential,1,0
7152,1288282282,1288282581,53.783,50.0,residential,1,0
7153,1288282282,1288282581,102.72999999999999,50.0,residential,1,0
7154,1288282282,346149554,104.461,50.0,residential,1,0
7155,1288282581,346149555,34.727,50.0,residential,1,0
7156,1288282581,1288282282,53.783,50.0,residential,1,0
7157,1288282581,1288282282,102.72999999999999,50.0,residential,1,0
7158,1288282581,1288282584,60.347,50.0,residential,1,0
7159,1288282584,1288282581,60.347,50.0,residential,1,0
7160,1288286326,346149555,110.685,50.0,residential,1,0
7161,1288287375,1288291481,30.34,50.0,residential,1,0
7162,1288287618,1288287958,30.393,50.0,residential,1,0
7163,1288287618,563986337,54.365,50.0,residential,1,0
7164,1288287618,563985924,80.931,50.0,residential,1,0
7165,1288287958,1288287618,30.393,50.0,residential,1,0
7166,1288287958,563986391,48.888,30.0,residential,1,0
7167,1288287958,6052821191,79.851,30.0,residential,1,0
7168,1288288853,563986337,51.205,50.0,residential,1,0
7169,1288290430,563985774,40.047,50.0,residential,1,0
7170,1288291481,1288287375,30.34,50.0,residential,1,0
7171,1288291481,1288291482,19.721,50.0,residential,1,0
7172,1288291481,563986337,34.738,50.0,residential,1,0
7173,1288291482,1288291481,19.721,50.0,residential,1,0
7174,1288291836,1288291850,40.504,50.0,residential,1,0
7175,1288291836,346149706,19.577,30.0,residential,1,0
7176,1288291836,563985775,40.185,30.0,residential,1,0
7177,1288291847,346149553,46.216,50.0,residential,1,0
7178,1288291847,346149915,41.714,50.0,residential,1,0
7179,1288291847,1288291848,27.052,50.0,residential,1,0
7180,1288291848,346149706,36.212,50.0,residential,1,0
7181,1288291848,1288291850,23.563,50.0,residential,1,0
7182,1288291848,1288291847,27.052,50.0,residential,1,0
7183,1288291850,1288291836,40.504,50.0,residential,1,0
7184,1288291850,563985924,47.902,50.0,residential,1,0
7185,1288291850,346149553,81.02799999999999,50.0,residential,1,0
7186,1288291850,1288291848,23.563,50.0,residential,1,0
7187,1288293164,5853896368,121.563,50.0,residential,1,0
7188,1288293164,563987681,67.387,50.0,residential,1,0
7189,1288293164,1288293376,65.96600000000001,50.0,residential,1,0
7190,1288293376,563988155,54.329,50.0,residential,1,0
7191,1288293376,1288275593,13.513,50.0,residential,1,0
7192,1288293376,1288293164,65.96600000000001,50.0,residential,1,0
7193,1290054493,649085133,76.626,30.0,residential,1,0
7194,1290054493,581986372,8.039,30.0,residential,1,0
7195,1290054493,10577103115,446.788,50.0,tertiary,1,1
7196,1290054495,290034022,10.91,50.0,tertiary,1,1
7197,1290054495,1290058636,62.762,50.0,tertiary,1,1
7198,1290054496,2481674091,11.771,50.0,tertiary,1,1
7199,1290054496,2481674098,13.273,30.0,residential,1,1
7200,1290058636,1290054496,212.826,50.0,tertiary,1,1
7201,1305270022,315048449,29.219,50.0,tertiary,1,1
7202,1305270022,1305270027,34.853,50.0,secondary_link,1,1
7203,1305270027,338653818,64.571,50.0,secondary,2,1
7204,1307099535,1562944375,95.98100000000001,30.0,residential,1,1
7205,1307099535,1562944504,57.098,30.0,tertiary,1,0
7206,1307099535,1562944435,38.359,30.0,tertiary,1,0
7207,1308842259,3700677375,12.367,50.0,secondary,5,1
7208,1308842261,2137606211,40.686,50.0,secondary_link,1,1
7209,1308842261,2473987340,26.105,50.0,secondary,4,1
7210,1312216029,1107292327,26.82,50.0,secondary,2,1
7211,1312216029,1312216071,38.237,50.0,secondary_link,1,1
7212,1312216071,1107292317,133.329,50.0,tertiary,3,1
7213,1312216087,12760486279,59.702,50.0,secondary_link,1,1
7214,1312216087,968515552,52.586999999999996,50.0,secondary,4,1
7215,1312275190,1312275380,34.324,50.0,unclassified,1,0
7216,1312275190,1312275190,186.769,50.0,unclassified,1,0
7217,1312275190,1312275190,186.76899999999998,50.0,unclassified,1,0
7218,1312275221,1678949726,16.438,50.0,tertiary,2,1
7219,1312275221,2475613573,20.887,50.0,tertiary,2,1
7220,1312275380,1312275190,34.324,50.0,unclassified,1,0
7221,1312275380,1689353108,270.021,60.0,secondary,2,1
7222,1319999663,1319999683,42.571,50.0,residential,1,1
7223,1319999663,6269788101,55.882,50.0,residential,1,0
7224,1319999663,1319999687,73.144,50.0,residential,1,1
7225,1319999678,1319999663,33.086,50.0,residential,1,1
7226,1319999678,579601924,68.419,50.0,residential,1,1
7227,1319999680,1628415533,47.338,50.0,residential,1,1
7228,1319999680,681555854,32.971,30.0,residential,1,1
7229,1319999683,1320003468,49.227,50.0,residential,1,1
7230,1319999683,412524678,53.135,50.0,residential,1,0
7231,1319999687,579601924,33.272,30.0,residential,1,1
7232,1319999687,412532283,21.138,50.0,residential,1,1
7233,1320003464,412531396,45.468,50.0,residential,1,1
7234,1320003468,384674447,22.808,50.0,residential,1,1
7235,1320003468,1320003464,38.277,50.0,residential,1,1
7236,1320003468,1724608605,71.024,50.0,residential,1,0
7237,1342627926,1342627954,40.586,50.0,residential,1,0
7238,1342627954,1718632832,40.822,50.0,residential,1,0
7239,1342627954,540449838,352.229,50.0,residential,2,0
7240,1342627954,1342627926,40.586,50.0,residential,1,0
7241,1342949242,2648266077,301.394,50.0,motorway_link,1,1
7242,1342949242,1234762944,136.796,50.0,secondary_link,2,1
7243,1342959834,1342959838,61.395,30.0,residential,1,0
7244,1342959838,1342959834,61.395,30.0,residential,1,0
7245,1342959838,2144017081,138.04000000000002,50.0,tertiary,1,1
7246,1359001984,2989405424,344.93000000000006,50.0,motorway_link,1,1
7247,1359001984,2989396034,149.94400000000002,90.0,motorway,3,1
7248,1365179182,1365179185,61.999,30.0,residential,1,0
7249,1365179182,5988364212,69.546,30.0,residential,1,0
7250,1365179182,1365179183,48.324999999999996,30.0,residential,1,0
7251,1365179183,1365179182,48.324999999999996,30.0,residential,1,0
7252,1365179184,2475613583,185.047,50.0,tertiary,2,1
7253,1365179184,5988364211,79.042,30.0,residential,1,0
7254,1365179185,1365179182,61.999,30.0,residential,1,0
7255,1366372683,1936278313,64.372,30.0,residential,1,0
7256,1366372683,1936278342,27.163,50.0,tertiary,3,1
7257,1366372685,1936278294,15.714,50.0,tertiary,3,1
7258,1366372685,1936278351,82.46600000000001,30.0,residential,1,1
7259,1366372687,1366372698,12.307,50.0,tertiary,2,1
7260,1366372687,2692325666,19.444000000000003,50.0,tertiary,3,1
7261,1366372695,1697461106,12.271,50.0,secondary,3,0
7262,1366372695,1953636975,17.003999999999998,50.0,tertiary,1,1
7263,1366372695,1953636963,14.462,50.0,secondary,1,0
7264,1366372698,282458294,8.265,50.0,tertiary,1,1
7265,1366372698,1365179184,432.547,50.0,tertiary,2,1
7266,1382676544,2995641113,112.314,50.0,primary,4,1
7267,1383600399,496175461,33.879,30.0,residential,1,1
7268,1383600400,317214579,23.586,50.0,residential,2,0
7269,1383600400,1383600403,21.917,50.0,residential,2,0
7270,1383600402,1383600412,24.391,50.0,residential,1,1
7271,1383600402,317214579,163.261,50.0,residential,1,1
7272,1383600403,1383600400,21.917,50.0,residential,2,0
7273,1383600403,3593580026,29.109,50.0,residential,2,0
7274,1383600404,2108063293,26.293,50.0,living_street,1,0
7275,1383600404,1383600414,71.406,30.0,residential,1,1
7276,1383600407,1083454176,43.382,50.0,residential,1,1
7277,1383600407,2108063323,42.627,50.0,residential,1,0
7278,1383600412,3593580050,12.092,50.0,residential,1,1
7279,1383600412,1383600400,162.084,50.0,residential,1,1
7280,1383600413,3593580051,28.006,50.0,residential,1,1
7281,1383600413,1383600403,162.163,50.0,residential,1,1
7282,1383600414,4833025980,19.328,50.0,residential,1,1
7283,1383600416,1083453617,36.164,50.0,residential,1,1
7284,1383600416,1383600399,50.649,50.0,residential,1,1
7285,1383607564,579601793,59.401,50.0,residential,1,1
7286,1383607564,3593580054,43.813,50.0,residential,1,0
7287,1387191993,8476549335,16.07,50.0,unclassified,1,0
7288,1387191993,1329372,123.45400000000001,50.0,secondary,3,1
7289,1387191993,3541135157,23.264000000000003,50.0,unclassified,1,0
7290,1390474308,1366372687,8.658,50.0,tertiary,3,1
7291,1390474308,1678949742,37.789,50.0,tertiary,3,1
7292,1390478152,442893210,170.781,50.0,residential,1,0
7293,1390478152,442893216,39.684,50.0,residential,1,1
7294,1404447602,4139634059,30.448,50.0,living_street,1,0
7295,1411567095,1411567097,82.612,50.0,residential,1,0
7296,1411567096,2374503289,138.982,50.0,residential,1,0
7297,1411567097,1411567095,82.612,50.0,residential,1,0
7298,1411567097,1695279050,52.190000000000005,50.0,tertiary,3,1
7299,1411567099,2374503289,7.965,50.0,residential,1,0
7300,1411567099,3762374460,135.42000000000002,50.0,tertiary,1,1
7301,1428948170,1428948174,25.024,30.0,residential,1,0
7302,1428948174,1428948170,25.024,30.0,residential,1,0
7303,1428948174,1671579955,63.413000000000004,30.0,residential,1,1
7304,1435925457,1435925458,145.65500000000003,50.0,unclassified,1,0
7305,1435925458,1435925457,145.65500000000003,50.0,unclassified,1,0
7306,1435925458,357534734,228.45,50.0,residential,1,0
7307,1435925458,357533792,49.939,50.0,residential,2,1
7308,1439598793,3965819942,29.718,50.0,secondary,3,1
7309,1449561809,1143770896,13.463000000000001,50.0,secondary,3,1
7310,1449561809,1574692755,31.785,70.0,secondary,1,1
7311,1458945514,2997542191,25.669999999999998,50.0,residential,1,1
7312,1458945514,2997543700,46.536,50.0,secondary_link,1,1
7313,1458945605,1458945625,37.276,50.0,residential,1,1
7314,1458945625,1458945605,12.475000000000001,50.0,residential,1,1
7315,1458945625,1458945514,91.077,50.0,residential,1,1
7316,1458980333,318868147,36.22,50.0,tertiary,2,1
7317,1458980333,318184471,46.64,50.0,secondary_link,1,1
7318,1458980339,1458980343,30.088,50.0,tertiary,2,1
7319,1458980339,1458980341,30.671,50.0,unclassified,1,1
7320,1458980341,1458980343,29.975,50.0,unclassified,1,1
7321,1458980341,2379510928,378.63800000000003,50.0,unclassified,1,0
7322,1458980343,4060733735,319.873,50.0,tertiary,2,1
7323,1460805610,271326030,16.713,80.0,trunk,1,1
7324,1460805610,1460805613,45.661,70.0,secondary,1,1
7325,1460805613,530842257,239.282,70.0,secondary,1,1
7326,1468749493,1104322360,9.563,50.0,tertiary_link,1,1
7327,1468749493,1252167850,107.83700000000002,50.0,tertiary,2,1
7328,1473050781,10761852042,32.476,50.0,tertiary_link,1,1
7329,1473050781,10127374867,38.501,50.0,tertiary,3,1
7330,1474027237,2099662194,40.617,50.0,residential,1,0
7331,1474027237,1474027257,98.792,30.0,living_street,1,0
7332,1474027237,1474027252,36.561,50.0,residential,1,0
7333,1474027244,1474027284,30.975,50.0,residential,1,0
7334,1474027244,1474027264,116.575,30.0,living_street,1,0
7335,1474027244,540449079,38.034000000000006,50.0,residential,1,0
7336,1474027252,1474027253,114.132,30.0,living_street,1,0
7337,1474027252,1474027273,26.788,50.0,residential,1,0
7338,1474027252,1474027237,36.561,50.0,residential,1,0
7339,1474027253,1474027257,33.487,50.0,residential,1,0
7340,1474027253,1474027252,114.132,30.0,living_street,1,0
7341,1474027253,1474027272,28.503,50.0,residential,1,0
7342,1474027257,1474027253,33.487,50.0,residential,1,0
7343,1474027257,6017732745,32.132,50.0,residential,1,0
7344,1474027257,1474027237,98.792,30.0,living_street,1,0
7345,1474027260,1143763244,46.425,30.0,living_street,1,0
7346,1474027263,1474027278,40.063,50.0,tertiary_link,1,1
7347,1474027263,1718632827,37.705,50.0,tertiary,3,1
7348,1474027264,1474027271,29.82,50.0,residential,1,0
7349,1474027264,1474027244,116.575,30.0,living_street,1,0
7350,1474027264,318185906,28.407999999999998,50.0,residential,1,0
7351,1474027265,2264252015,51.157,50.0,residential,1,1
7352,1474027265,318186706,88.742,30.0,living_street,1,1
7353,1474027265,1474027260,184.335,50.0,residential,1,1
7354,1474027266,1474027284,28.701,50.0,residential,1,0
7355,1474027266,1474027272,39.786,50.0,residential,1,0
7356,1474027266,1474027267,115.5,30.0,living_street,1,0
7357,1474027267,1474027271,28.668,50.0,residential,1,0
7358,1474027267,1474027273,42.226,50.0,residential,1,0
7359,1474027267,1474027266,115.5,30.0,living_street,1,0
7360,1474027271,1474027264,29.82,50.0,residential,1,0
7361,1474027271,1474027267,28.668,50.0,residential,1,0
7362,1474027271,1474027284,116.039,30.0,living_street,1,0
7363,1474027272,1474027266,39.786,50.0,residential,1,0
7364,1474027272,1474027253,28.503,50.0,residential,1,0
7365,1474027272,1474027273,114.80000000000001,50.0,residential,1,0
7366,1474027273,1474027267,42.226,50.0,residential,1,0
7367,1474027273,1474027252,26.788,50.0,residential,1,0
7368,1474027273,1474027272,114.8,50.0,residential,1,0
7369,1474027277,1474027548,199.64600000000002,50.0,living_street,1,1
7370,1474027277,1143763362,65.16600000000001,50.0,residential,1,0
7371,1474027277,2002569409,89.097,50.0,residential,1,0
7372,1474027278,2235188168,85.71199999999999,50.0,tertiary,2,1
7373,1474027281,3297221371,60.887,50.0,residential,1,0
7374,1474027284,1474027244,30.975,50.0,residential,1,0
7375,1474027284,1474027266,28.701,50.0,residential,1,0
7376,1474027284,1474027271,116.039,30.0,living_street,1,0
7377,1474027527,1718632856,38.232,50.0,residential,1,0
7378,1474027527,4162302818,106.54399999999998,30.0,"['residential', 'living_street']",1,1
7379,1474027527,318181797,34.001,50.0,residential,1,0
7380,1474027548,1143763337,67.142,50.0,residential,1,1
7381,1474029217,2264252015,27.436,30.0,living_street,1,0
7382,1474029219,1474029222,29.354,50.0,tertiary,1,1
7383,1474029219,1474030756,93.137,50.0,tertiary,1,0
7384,1474029222,13203655989,12.003,50.0,tertiary,2,0
7385,1474029222,1474030771,30.16,50.0,tertiary,2,0
7386,1474029231,2004137824,41.778,50.0,residential,1,0
7387,1474029231,2004137800,55.814,50.0,tertiary,2,0
7388,1474029231,1474030771,73.254,50.0,tertiary,2,0
7389,1474030742,2004137782,59.668,50.0,residential,1,0
7390,1474030742,1143763266,41.199000000000005,50.0,residential,1,0
7391,1474030742,1931855285,51.676,50.0,residential,1,0
7392,1474030756,318186706,211.13799999999998,50.0,residential,1,0
7393,1474030756,1143763339,105.612,50.0,tertiary,1,0
7394,1474030756,1474029219,93.137,50.0,tertiary,1,0
7395,1474030757,1219532896,26.084,30.0,residential,1,1
7396,1474030759,3305523768,39.032,50.0,residential,1,0
7397,1474030759,1931855369,30.301000000000002,50.0,residential,1,0
7398,1474030759,3305523688,29.61,50.0,residential,1,0
7399,1474030762,13203655971,45.95,50.0,residential,1,0
7400,1474030762,1931855378,22.267,50.0,residential,1,0
7401,1474030762,6495095749,88.804,50.0,residential,1,0
7402,1474030763,3305523688,28.883,50.0,residential,1,1
7403,1474030765,549247954,32.95,50.0,residential,1,0
7404,1474030765,2004137820,37.518,50.0,residential,1,0
7405,1474030765,1931855339,121.493,50.0,residential,1,0
7406,1474030766,1474030763,38.121,30.0,living_street,1,1
7407,1474030766,6154204089,48.899,50.0,residential,1,0
7408,1474030771,2004137814,56.99,50.0,residential,1,0
7409,1474030771,1474029222,30.16,50.0,tertiary,2,0
7410,1474030771,1474029231,73.254,50.0,tertiary,2,0
7411,1475412131,1475412137,103.792,50.0,tertiary_link,1,1
7412,1475412131,332212898,60.658,50.0,tertiary,4,1
7413,1475412137,354043219,167.499,70.0,tertiary,2,1
7414,1475412154,1157422958,28.509000000000004,50.0,living_street,1,0
7415,1512098472,1528640614,67.619,30.0,living_street,1,1
7416,1512098472,5594905580,82.668,30.0,living_street,1,0
7417,1512098472,5594905580,49.236,30.0,living_street,1,0
7418,1512100112,1688171015,145.979,30.0,living_street,1,0
7419,1512100112,1512100112,134.058,30.0,living_street,1,0
7420,1512100112,1512100112,134.058,30.0,living_street,1,0
7421,1528640614,8561185788,16.803,50.0,secondary,1,1
7422,1528640620,1936278291,20.784,30.0,residential,1,0
7423,1528640620,5594905580,148.514,30.0,living_street,1,1
7424,1528640620,5594769620,82.537,30.0,residential,1,0
7425,1546447339,354047746,297.38700000000006,30.0,residential,2,0
7426,1546447339,354046851,62.33,50.0,residential,1,1
7427,1551409214,412817612,87.903,50.0,secondary,3,1
7428,1551409214,1551409219,95.078,50.0,secondary_link,1,1
7429,1551409219,11846590956,131.046,50.0,unclassified,1,1
7430,1554860966,354043586,204.613,50.0,residential,1,0
7431,1562944328,1562944412,44.792,30.0,tertiary,1,1
7432,1562944328,10279762507,12.835999999999999,30.0,residential,1,0
7433,1562944335,1562944467,15.94,30.0,tertiary,1,1
7434,1562944335,1563756436,63.156000000000006,30.0,residential,1,0
7435,1562944338,1562944449,38.415,30.0,residential,1,1
7436,1562944348,1566055893,155.609,30.0,residential,1,1
7437,1562944348,1562944527,52.206,30.0,tertiary,1,0
7438,1562944348,549265025,59.194,30.0,tertiary,1,0
7439,1562944356,534365190,321.99700000000007,30.0,residential,1,1
7440,1562944356,1562944459,75.41300000000001,30.0,residential,1,0
7441,1562944360,1562944432,69.118,30.0,residential,1,0
7442,1562944360,1562944348,97.402,30.0,residential,1,1
7443,1562944374,1562944483,74.263,30.0,residential,1,0
7444,1562944374,1562944514,78.286,30.0,residential,1,0
7445,1562944374,1562944516,130.354,30.0,residential,1,0
7446,1562944375,1562944502,35.411,30.0,residential,1,1
7447,1562944376,1563756432,34.248999999999995,30.0,tertiary,1,1
7448,1562944376,1563756578,48.986999999999995,30.0,residential,1,0
7449,1562944380,1562944328,50.505,30.0,tertiary,1,1
7450,1562944380,1563756498,88.67099999999999,30.0,residential,1,0
7451,1562944383,1562944485,30.358,30.0,residential,1,0
7452,1562944394,1562944449,76.849,30.0,residential,1,1
